NAME	DESCRIPTION	Fabp_1	Fabp_2	Fabp_3	Fabp_4	KrasG12D_1	KrasG12D_2	KrasG12D_3	KrasG12D_4
ENSMUSG00000000001	NA	4078.008871	4102.817347	4721.663814	3926.741015	4531.060232	5133.527835	4516.344895	4074.740444
ENSMUSG00000000028	NA	105.1739776	104.5541105	81.84914953	105.0736853	75.74923949	112.9815769	45.12168618	51.43939322
ENSMUSG00000000037	NA	16.56044452	7.801972515	6.681696072	13.70370829	2.69163191	2.413769528	4.498888816	24.79230424
ENSMUSG00000000049	NA	7.852539282	10.12246794	6.448802129	10.75296997	2.468035009	5.027288717	2.985539284	4.989288579
ENSMUSG00000000056	NA	798.4794616	1033.694656	1413.372602	1029.89253	1492.435937	1435.654997	1752.833618	1559.493122
ENSMUSG00000000058	NA	113.0356562	39.75150035	54.79391364	106.9053763	308.0780055	277.3411659	555.409044	268.8596794
ENSMUSG00000000078	NA	5544.872214	5180.275751	7131.774292	5770.412034	12820.53002	14322.27549	16691.2506	13914.65931
ENSMUSG00000000085	NA	297.7644463	279.5710445	321.3568508	509.6885594	451.0191717	395.9508023	492.0191887	596.3925405
ENSMUSG00000000088	NA	7712.565507	9125.807547	8446.155595	7993.010284	6871.413995	7749.099122	6357.592539	7205.544508
ENSMUSG00000000093	NA	7.93673584	15.11133722	10.56208364	6.433786814	7.430074586	18.18557216	12.91127369	7.424032143
ENSMUSG00000000094	NA	0.940882408	0.882744034	1.145558028	1.829034352	0	0	1.255042769	2.747173527
ENSMUSG00000000120	NA	0.952649378	5.298011138	1.15528928	1.818559691	5.317244513	3.719236894	2.467966183	1.854929022
ENSMUSG00000000125	NA	0.935255849	1.75122963	0	1.813411884	0	0	0	0.924839702
ENSMUSG00000000126	NA	3.75091977	0.884093107	1.147037781	0.910108449	2.12311134	2.764001937	0	1.865402634
ENSMUSG00000000127	NA	235.8163526	199.2117196	272.2318076	210.4776006	266.7647395	266.055236	278.4232579	233.0897312
ENSMUSG00000000131	NA	835.34504	812.9852192	927.5067599	784.4341286	826.9066963	941.5498579	911.549639	865.5732042
ENSMUSG00000000134	NA	434.1770512	403.9882405	484.7037884	270.2131695	610.1824765	482.1928862	484.3881507	510.5276102
ENSMUSG00000000142	NA	511.8796657	278.5412503	286.7870005	268.5142518	74.79487534	104.6904956	39.80663146	86.81790973
ENSMUSG00000000148	NA	166.6692316	189.3531264	158.9926244	168.9573398	223.2871307	190.7859496	183.9061427	236.1339087
ENSMUSG00000000149	NA	468.3635165	448.8616362	447.8753132	301.3816072	508.0770142	625.3599918	394.7541977	479.9967334
ENSMUSG00000000154	NA	2213.309825	2502.350828	2640.54014	2040.10009	2480.248748	2559.336079	2074.009559	2340.088509
ENSMUSG00000000157	NA	0	0	0	0	0	0.933190272	0	0
ENSMUSG00000000159	NA	1063.986736	1361.996519	1472.942816	1473.705275	1542.88393	1464.336276	1954.369757	1453.136052
ENSMUSG00000000167	NA	18.08794911	7.809250163	8.561528648	11.26348039	13.91275138	9.323500955	6.741023613	11.06465882
ENSMUSG00000000168	NA	1223.589581	1461.98392	1557.424996	1872.890579	1353.312686	1382.12772	1532.366362	1518.921714
ENSMUSG00000000171	NA	5619.605978	6546.164333	5926.446584	6314.181202	4428.731082	4912.457122	4281.859114	5377.104032
ENSMUSG00000000183	NA	0	0	0	0	0	0	2.533266535	0
ENSMUSG00000000184	NA	2596.02294	2163.525632	1491.389932	3330.937551	4372.969814	3281.118992	5859.498617	3223.621778
ENSMUSG00000000194	NA	1701.741891	1760.454685	1880.486385	1341.444261	2091.163323	2171.517068	2218.084418	2101.290706
ENSMUSG00000000202	NA	1.307805106	1.731325373	2.303218069	0	0.69710434	0	2.728701843	2.14483212
ENSMUSG00000000204	NA	353.2706524	319.0756622	701.6095143	844.7335549	660.6538668	917.9606315	1205.216476	368.0346973
ENSMUSG00000000214	NA	2.266823528	0	0	0	0	0	0	0.758816299
ENSMUSG00000000216	NA	20.57224452	40.23783104	48.17604227	146.6689194	1163.489602	71.42499659	2459.107515	121.5236185
ENSMUSG00000000223	NA	1.742489095	3.009721636	1.946320629	2.619777398	5.858543887	6.012828535	2.939881672	3.119896657
ENSMUSG00000000244	NA	0	0	17.53478803	19.95554918	11.90500652	6.627852375	8.606522759	0
ENSMUSG00000000247	NA	1.97345211	0	0	4.586478751	2.124754935	1.847575676	7.081891163	0.941924457
ENSMUSG00000000248	NA	0	4.362957296	2.255033805	0.897251775	0	0	5.244755246	0.921562088
ENSMUSG00000000253	NA	151.6458568	117.9086274	97.84107193	232.8409313	79.67294926	38.77991142	125.2681553	87.02428609
ENSMUSG00000000266	NA	1142.475023	1261.888379	1493.650136	1091.48182	855.6529216	941.2431153	980.3394048	756.0890058
ENSMUSG00000000275	NA	4495.71624	3243.364351	4908.958615	3788.118695	7836.049963	7893.224291	7272.913462	4775.374593
ENSMUSG00000000276	NA	121.8711811	88.16132564	120.2864048	65.38913088	103.2497144	94.52696952	89.82299822	100.1831728
ENSMUSG00000000278	NA	767.0775299	1339.202876	1294.904832	680.1668973	609.6103942	816.9038812	333.212833	930.9287506
ENSMUSG00000000282	NA	354.6241597	344.6026251	405.782131	299.4991023	495.0473773	461.2989644	636.8964856	353.3255705
ENSMUSG00000000290	NA	64.77691856	170.0407416	111.621751	98.22034881	107.6239801	148.7786685	97.73035131	44.66898006
ENSMUSG00000000295	NA	127.4772026	137.6999398	107.8266885	164.9366128	128.4352977	153.256252	81.60304399	133.2004823
ENSMUSG00000000301	NA	63.2591267	26.04627248	44.06082175	43.42740239	44.9582144	37.24958871	30.0117588	34.83635648
ENSMUSG00000000303	NA	19278.21523	14240.0874	17119.3973	20022.19986	31325.27038	23731.26254	40165.9649	25507.41578
ENSMUSG00000000305	NA	0.61211696	0.576642818	0	1.188460484	3.476030646	2.42088636	9.071928937	15.21000052
ENSMUSG00000000308	NA	19137.30417	19119.715	26488.2762	43002.92494	25674.09171	18728.1447	33772.89143	25636.63753
ENSMUSG00000000317	NA	5.588205143	0.673902304	2.577910748	3.44377967	4.000871414	13.42560431	2.847048057	1.408240224
ENSMUSG00000000318	NA	3.121270832	3.185100963	3.257662842	3.010759009	4.472183814	6.928586852	1.230586846	6.506664415
ENSMUSG00000000320	NA	6.531668686	0.821055602	4.241832145	3.392089057	15.32693691	3.327385667	47.91742781	9.140862853
ENSMUSG00000000325	NA	31.34607105	36.94712409	41.98506819	57.66598496	26.46547745	48.78276853	114.0019961	56.36056013
ENSMUSG00000000326	NA	1492.324246	1514.647794	1294.519709	1361.76229	1070.84157	976.3589545	996.4577083	1128.153265
ENSMUSG00000000339	NA	835.9176563	1044.065116	970.3526866	654.9843632	519.2984635	737.3110615	305.5789177	603.6484193
ENSMUSG00000000340	NA	486.6457433	437.0132885	443.1646427	464.3363304	265.6243216	327.3683226	240.9075697	353.6696948
ENSMUSG00000000346	NA	4650.950716	5300.3482	5712.682934	5754.831341	6501.383954	6149.322096	6261.445291	6365.825826
ENSMUSG00000000355	NA	224.3260994	252.8945489	250.6813716	228.8255714	215.918176	243.8837112	194.5569124	189.4476751
ENSMUSG00000000359	NA	2.276994883	1.224596308	0.800289781	0.731196966	1.480828194	2.208124769	9.127733281	0.739221556
ENSMUSG00000000365	NA	0	0	0	0.906563743	0	0	0	0
ENSMUSG00000000374	NA	1831.706757	1919.108329	2506.778802	2743.280657	3090.134488	2647.245949	3772.282525	2588.396271
ENSMUSG00000000378	NA	305.8772374	359.781443	338.5558817	391.0153182	365.9415889	399.1632637	404.4010806	399.7269966
ENSMUSG00000000384	NA	850.6510302	1239.481969	1305.50816	1057.174521	872.4793094	1239.636771	835.3572072	968.7467113
ENSMUSG00000000385	NA	4524.98701	4735.300966	5936.799951	14132.51174	6725.584143	3568.559872	9324.052469	6682.804909
ENSMUSG00000000386	NA	63.79409049	39.87718011	43.36200451	70.21972702	200.4007923	74.68190108	104.8846794	16.57362649
ENSMUSG00000000392	NA	19.94434852	24.12357659	14.2823547	16.65982864	22.06919437	6.468786833	15.82910265	16.01412659
ENSMUSG00000000394	NA	724.110737	901.9347132	412.8152227	551.9053806	130.1233168	153.3895303	77.11273352	286.2452886
ENSMUSG00000000399	NA	1484.051351	2024.036383	1669.069828	1662.274683	1432.817359	1611.125495	1264.925298	1711.518979
ENSMUSG00000000402	NA	0	0	2.271747561	0	0	0	1.293002819	0.909612751
ENSMUSG00000000409	NA	73.32621698	159.8678406	146.4020485	110.0471353	65.04768445	152.6043626	92.67668197	51.70663895
ENSMUSG00000000416	NA	27.78745349	101.5756297	25.24621744	32.85143102	63.19141478	55.52137377	32.01033841	137.3152719
ENSMUSG00000000420	NA	1603.058719	1883.520352	2015.9362	1588.43117	3037.68227	3208.677129	3975.010362	2847.828827
ENSMUSG00000000439	NA	267.0927726	258.3531919	279.0236069	239.6037447	242.6709776	201.9095314	366.2192197	257.5277133
ENSMUSG00000000440	NA	1198.020384	1434.147965	1301.043135	926.3778422	1564.590274	1889.594902	1515.940797	1931.442467
ENSMUSG00000000441	NA	1128.576826	1382.570583	1626.425475	1704.377836	1125.814653	1213.226015	1357.2735	1272.706283
ENSMUSG00000000486	NA	17.92437501	145.2256094	112.054219	47.9421922	124.5402423	78.66320446	133.5161493	14.98346698
ENSMUSG00000000489	NA	42.41352409	45.00002138	24.25224995	54.88303454	33.85368989	20.17109552	19.21159844	19.67428389
ENSMUSG00000000530	NA	130.3553784	173.3863321	91.46932287	62.09816849	59.39366577	108.4374762	46.62070433	46.14809112
ENSMUSG00000000531	NA	74.8732356	48.83836752	27.81402585	20.229	32.81596436	41.93521971	28.74923428	52.89315133
ENSMUSG00000000532	NA	2164.96172	2233.891836	2451.255701	1893.937526	2882.302582	2548.605379	3600.781694	2315.593911
ENSMUSG00000000538	NA	1590.833575	1663.765049	2228.859806	1711.045606	2777.428485	1750.338869	2770.759402	2144.319042
ENSMUSG00000000544	NA	14063.54998	14430.02854	15990.28768	18536.1723	22381.07838	19168.77954	26002.19604	16418.95432
ENSMUSG00000000552	NA	0	19.00415081	0	20.49926546	0	19.21578327	12.23177822	0
ENSMUSG00000000555	NA	350.1425662	198.6492576	193.5769333	208.7987219	138.7245092	210.2638573	134.5963475	233.6369986
ENSMUSG00000000561	NA	305.8035496	378.194278	357.9739382	374.4771265	443.5591695	499.1339439	296.5790896	438.8140914
ENSMUSG00000000562	NA	1.224407762	1.420509167	0.75892863	1.807633988	5.279813233	4.488856608	1.697246737	1.50031229
ENSMUSG00000000563	NA	6500.617041	7947.756366	7538.134599	7024.082722	5294.057907	6399.570908	4983.06011	5954.696801
ENSMUSG00000000567	NA	907.887001	381.1662976	319.901539	711.1782783	637.8392309	375.5124293	1049.196223	770.3332176
ENSMUSG00000000568	NA	1372.021298	1280.947123	1463.732714	1441.00355	1161.244223	1445.549236	1646.05302	1332.189894
ENSMUSG00000000579	NA	7.595606732	7.970958131	3.895075767	7.927318824	1.55156537	2.715079718	4.082276296	6.68881153
ENSMUSG00000000581	NA	757.5599828	834.4554427	660.4317374	679.5106547	669.6905822	661.9106459	499.7143461	588.2390019
ENSMUSG00000000594	NA	259.2997395	320.4395236	284.5561568	484.7208651	231.1450604	192.8103682	241.955696	145.0641776
ENSMUSG00000000600	NA	246.8067326	277.8055277	296.4212609	277.4324458	279.3707223	298.5460914	290.4777785	296.8590193
ENSMUSG00000000605	NA	1685.599683	1753.750335	1939.967274	1539.431852	1991.861351	1870.658758	1978.282901	1982.239882
ENSMUSG00000000617	NA	0	0.886935118	0	0	0	0	1.257803467	0
ENSMUSG00000000627	NA	0.876598119	1.648327485	1.591407477	0	19.35739903	1.701986133	1.717030577	36.63354296
ENSMUSG00000000628	NA	3992.20185	4864.05043	6002.368897	8707.084285	8909.418891	6305.570223	13651.05054	3465.150753
ENSMUSG00000000631	NA	5022.971498	2320.37592	6915.640441	5153.704706	9918.487599	8994.015644	10311.75991	7234.916877
ENSMUSG00000000632	NA	0.492375971	0.938363214	1.38977259	1.548722914	5.563970047	0	0	0
ENSMUSG00000000673	NA	2.819736649	4.427889594	9.103225397	13.63662567	7.493988891	7.398373925	12.5392486	8.419274286
ENSMUSG00000000682	NA	71.9771656	201.5851018	153.0967066	163.4633477	183.7999894	163.4833414	210.9033057	56.47438509
ENSMUSG00000000686	NA	8.623266053	7.966582907	3.465632783	7.312152406	3.214894339	6.451188851	2.432375476	3.718748631
ENSMUSG00000000690	NA	449.6936686	406.9985136	324.3462577	61.97461326	161.0089687	348.9758168	20.91856058	68.49871691
ENSMUSG00000000693	NA	12.43385506	6.866241049	4.807057128	2.713507209	5.109434511	23.39277309	1.509876442	6.955070626
ENSMUSG00000000706	NA	31.59474339	31.6999865	41.23907902	60.25785796	7.31636144	11.04492477	6.290420751	9.987838038
ENSMUSG00000000708	NA	571.04359	1001.050517	973.6716254	982.8722344	1418.691859	1232.465594	1926.331705	1250.145414
ENSMUSG00000000711	NA	1717.949339	1694.45643	1744.045877	1776.889395	1828.024483	1750.205928	2242.322399	2075.523424
ENSMUSG00000000730	NA	0	1.965362324	0	0	0	0.418197396	0	0
ENSMUSG00000000731	NA	0	2.211428464	2.970569199	0.615697137	0.714885129	0	0	1.248414052
ENSMUSG00000000732	NA	112.5209363	154.5231947	152.3635429	148.4174947	427.6136857	255.0439517	866.0100456	288.2375224
ENSMUSG00000000738	NA	1743.592962	1613.90902	1592.746712	1358.491088	1787.824546	1687.02314	1854.654217	1802.093472
ENSMUSG00000000739	NA	8.313908669	3.548104397	7.988510445	5.443212781	18.21999483	7.483359086	10.21657769	1.841355518
ENSMUSG00000000740	NA	2468.826652	2424.087418	1732.045056	2212.281232	2243.564647	1880.499377	1452.195393	2041.006595
ENSMUSG00000000743	NA	4289.09312	4625.411688	4901.448378	4319.62833	6365.095826	6241.201977	6493.474504	7680.727349
ENSMUSG00000000751	NA	665.6749887	650.4864124	529.1757452	723.7830657	598.3662867	581.5478533	661.9412532	493.9621594
ENSMUSG00000000753	NA	0.827178928	0	4.60397888	0	1.598163142	4.13697579	3.903763003	0
ENSMUSG00000000759	NA	308.4717304	266.3810033	278.2933672	382.9504416	283.0809824	230.7741162	335.9339626	344.6967104
ENSMUSG00000000776	NA	166.7211637	138.2107306	126.1319044	162.5829865	119.4305938	131.5781922	150.2167273	174.0333494
ENSMUSG00000000782	NA	69.68316945	74.43518469	74.58409543	96.28365082	67.91179339	63.39822939	55.75289889	25.64110141
ENSMUSG00000000787	NA	6259.136183	5631.160466	7071.94196	6075.150175	5948.930482	5926.610898	8102.721826	5903.600573
ENSMUSG00000000791	NA	5.624909424	0	0	0	0	0	0	0
ENSMUSG00000000792	NA	7.619981005	4.453838604	3.462644965	6.433482884	4.256442566	0.920653962	1.209755613	3.749867658
ENSMUSG00000000794	NA	2.050664129	6.599941048	10.89477437	2.597359204	0.793611963	6.004980679	2.620135054	0.690058002
ENSMUSG00000000804	NA	757.9823758	729.3559712	1245.04607	947.1058809	1279.040999	1236.960239	1147.159574	1195.391825
ENSMUSG00000000805	NA	12731.30828	15085.82731	25002.49254	38665.37509	25570.46203	17555.91711	21441.58723	22837.13627
ENSMUSG00000000811	NA	122.2394779	98.18249926	110.8193898	148.003973	120.1500101	106.6176447	106.0985005	149.3227197
ENSMUSG00000000817	NA	7.22011798	9.267335865	28.01038702	0.792176054	4.736713924	6.63732453	0	2.411218517
ENSMUSG00000000823	NA	145.9674173	100.7327023	189.6493817	246.3289964	118.0374488	76.2516794	199.9387583	146.4975344
ENSMUSG00000000826	NA	1955.450539	1779.918875	2361.176532	3160.717155	5022.776641	3261.441962	7262.04944	4212.456948
ENSMUSG00000000827	NA	642.885052	631.8530145	569.9316522	627.3795153	734.9051327	664.4799509	729.7727284	1085.889846
ENSMUSG00000000838	NA	1021.803283	962.6089818	1331.346039	1162.494772	1508.976369	1715.227923	1706.533626	1462.141456
ENSMUSG00000000861	NA	114.8683605	101.6727908	99.9137441	79.11755046	103.215125	108.213091	113.6379989	68.00268911
ENSMUSG00000000876	NA	769.0504179	780.8705364	816.4574681	656.7063623	398.5108206	594.1514114	404.9249259	412.5838591
ENSMUSG00000000881	NA	916.0101243	1276.905406	1405.030868	1402.247526	2401.742942	1834.908721	2555.229664	1784.09335
ENSMUSG00000000884	NA	15.73388733	28.772936	38.15373529	12.21742607	9.049612678	7.337688103	10.14504541	11.30576256
ENSMUSG00000000889	NA	0.937484904	0	0	0	0	0	0	0
ENSMUSG00000000901	NA	3.106206205	9.813170606	0	10.36290053	2.336101061	3.003537127	0.884705407	1.022028693
ENSMUSG00000000902	NA	586.9656399	641.9889885	650.4775609	685.4342275	715.1493651	709.648991	492.0036975	572.7772751
ENSMUSG00000000903	NA	0.951081573	15.99756995	18.25614628	14.5830016	8.637346288	7.340409842	15.83359085	1.885636249
ENSMUSG00000000915	NA	708.9374384	895.186357	1061.294249	1046.371263	1486.699444	1137.2012	1642.058899	1710.629933
ENSMUSG00000000916	NA	56.62843731	71.84572586	35.34738361	44.89828816	38.04245219	69.50794705	76.7900987	136.9534365
ENSMUSG00000000934	NA	87.65362716	69.05531614	59.91481602	60.89863865	66.57055441	63.64781619	25.30157101	67.05827577
ENSMUSG00000000938	NA	269.1901287	160.0960962	221.2734321	566.8541587	405.9714358	106.9331253	384.920857	533.4357373
ENSMUSG00000000942	NA	7.898083242	6.251562765	2.337952614	5.527085254	2.101238393	3.635151758	3.569344095	4.635771889
ENSMUSG00000000948	NA	37.4987591	7.12887496	81.91984487	4.487246389	1.977535284	2.413474099	1.685312231	5.747272396
ENSMUSG00000000957	NA	565.9576024	465.9591267	390.6009595	550.8295965	473.9008727	525.2921567	471.256146	769.6294291
ENSMUSG00000000958	NA	64.57730087	20.45457903	114.5657359	96.31632302	133.3145158	115.4398984	0	161.8942867
ENSMUSG00000000959	NA	522.8921717	620.7606806	627.0133429	487.5823126	520.6227469	415.3637503	490.2239516	535.9061856
ENSMUSG00000000976	NA	243.8986112	273.3471226	265.1888242	284.0819799	177.9304534	326.2307903	260.1981891	237.9633009
ENSMUSG00000000982	NA	2.783085789	3.546387102	4.534343126	1.820204081	3.216716842	2.822839757	3.763326132	4.655720385
ENSMUSG00000000983	NA	82.5027524	94.24514959	81.6309673	277.4222274	207.8158602	70.92596887	494.0114097	38.53282555
ENSMUSG00000001014	NA	1.874969808	0	0	0	0	0	0	0
ENSMUSG00000001016	NA	382.8347075	445.6543655	305.5793804	389.5248084	399.9957024	354.7965641	346.0023349	320.6128088
ENSMUSG00000001017	NA	1450.407216	1499.327381	1494.106486	1359.881758	1359.195838	1498.191005	1326.719057	1275.757373
ENSMUSG00000001018	NA	279.1759568	232.1331205	272.6819358	243.110069	206.968658	262.9628971	294.4898233	278.0285979
ENSMUSG00000001020	NA	13.17627102	34.72947599	21.38438832	21.50157946	16.00237741	14.75539912	25.46965456	9.670514564
ENSMUSG00000001021	NA	0	0	1.134995088	0	0	0	3.776411713	2.805144757
ENSMUSG00000001023	NA	0	0	0	0	0	0	0	0.917402847
ENSMUSG00000001025	NA	7.567193849	8.954915118	11.6292983	7.270799645	2.131644219	4.522555022	9.950272536	3.726184676
ENSMUSG00000001027	NA	0	0.882908407	0	0.912217449	3.238959127	0.922674676	7.563188599	0
ENSMUSG00000001029	NA	6.915105866	7.038117877	7.621822886	3.301478321	10.77449819	3.880145801	9.339272381	1.937894955
ENSMUSG00000001034	NA	182.3749698	233.517245	248.9644514	110.4155805	212.931599	197.8066007	214.5045141	230.6094278
ENSMUSG00000001036	NA	191.2641047	162.8947771	141.6186574	355.0298282	229.057366	187.0812045	223.9885879	191.5153597
ENSMUSG00000001039	NA	45.70001449	61.19782456	23.50844696	54.95600614	31.65397189	21.18481081	6.508578113	15.44850576
ENSMUSG00000001052	NA	737.7124166	625.1895406	745.5146942	871.7956888	754.9391117	644.5987189	967.0214639	823.004024
ENSMUSG00000001053	NA	94.43171204	76.01597504	43.4869617	69.78302323	96.15936976	103.447394	80.62398631	124.3058413
ENSMUSG00000001054	NA	288.6435476	306.9122585	253.9208606	331.86367	305.5674697	221.1972566	238.9429358	281.384565
ENSMUSG00000001056	NA	508.3146963	504.8107757	377.7815366	531.3990402	459.4468582	473.0496118	234.4802903	461.1962264
ENSMUSG00000001062	NA	226.3822084	177.6355919	179.1797875	216.1113165	214.7262358	234.8880154	235.92179	233.0256806
ENSMUSG00000001065	NA	232.5226382	234.5619777	248.9266492	237.2862333	193.2005862	152.0624129	184.3134931	223.8323368
ENSMUSG00000001082	NA	209.3414378	207.6490318	84.67354634	226.1598918	125.3012113	155.0468342	99.55324513	88.70555683
ENSMUSG00000001089	NA	3101.782418	2687.133853	4061.61851	2945.836313	5292.294257	4181.769001	5480.235826	3583.925861
ENSMUSG00000001095	NA	3591.920032	5416.354026	8065.069363	4972.63902	6737.271169	6308.858567	4284.852734	4997.685009
ENSMUSG00000001098	NA	2124.954452	1983.704336	2400.045061	2219.829076	3264.066586	3343.740024	3456.101823	3124.754702
ENSMUSG00000001100	NA	655.8157771	739.413021	596.4800129	727.7742979	550.6927265	578.6756015	570.1462368	668.0577407
ENSMUSG00000001103	NA	0	0	0	0	0	0	1.266633267	0
ENSMUSG00000001105	NA	617.6594384	576.66847	535.470324	586.8626421	547.0543611	475.9308917	484.279621	579.8020633
ENSMUSG00000001119	NA	297.8991873	167.8065716	144.5032688	104.1936396	140.7995964	180.9648115	67.22907008	109.6023011
ENSMUSG00000001120	NA	1.483551467	5.200252708	3.081903598	0	2.862513959	2.266431882	4.978201673	2.068498736
ENSMUSG00000001123	NA	4529.381022	3339.698598	4470.031552	3472.697752	4200.606991	5531.249447	3168.092823	1459.846527
ENSMUSG00000001127	NA	855.8260735	967.6410106	875.7453152	767.6031504	804.1723154	911.5211603	767.8008137	938.6756669
ENSMUSG00000001128	NA	14.97024005	24.64535112	24.31495974	57.78071451	58.9635829	19.41616127	16.37336395	25.73690563
ENSMUSG00000001131	NA	4.717861187	0.881747245	1.14962788	2.737571741	4.30979376	2.770442952	2.51029436	0
ENSMUSG00000001134	NA	219.8242775	266.6686737	205.8650476	254.5428976	201.3782569	174.8189553	119.4662103	168.5353642
ENSMUSG00000001138	NA	297.7146796	321.7806435	230.3470059	311.5001147	356.2609709	266.2293552	352.7391933	430.3286216
ENSMUSG00000001143	NA	374.7376941	452.9664847	440.9974427	283.0989974	386.4095709	281.7442813	252.5188773	271.2465375
ENSMUSG00000001150	NA	511.9368745	507.7049057	537.9665559	477.8507592	528.0472644	580.7345412	632.2785249	558.3369984
ENSMUSG00000001151	NA	32.20793756	0	0	0	0	49.20848632	0	76.65239354
ENSMUSG00000001156	NA	10531.53321	12444.88622	18570.88594	17920.53892	27997.95986	22550.55683	37271.07685	25058.17606
ENSMUSG00000001157	NA	709.6420922	636.0694586	685.4294631	574.5275986	638.9557099	705.7697856	645.006011	677.0958186
ENSMUSG00000001158	NA	378.9557421	378.232164	319.0339745	316.2831211	297.3457176	295.4080981	292.8498918	305.7703329
ENSMUSG00000001166	NA	66.13863141	48.06927218	54.00036986	51.90537562	36.19567769	89.54003177	89.60648927	33.88592823
ENSMUSG00000001173	NA	389.8579712	313.0164809	344.9716129	382.4461739	281.5398992	255.7193382	411.3282637	480.4797992
ENSMUSG00000001175	NA	19631.26383	26962.96486	30114.3458	24771.9335	27248.21823	28529.35773	31308.71532	25019.55276
ENSMUSG00000001211	NA	708.2557761	709.1056789	481.9736522	584.3159599	1148.338945	1023.801847	1287.203553	1010.283304
ENSMUSG00000001225	NA	9621.833929	13161.74827	20504.48361	23911.18018	21729.09102	10689.47622	19728.06367	18782.35176
ENSMUSG00000001227	NA	53.11267988	52.06292399	73.9753387	82.55628402	65.15024759	76.56087011	110.5257938	65.46437767
ENSMUSG00000001228	NA	456.6324443	488.3850214	323.5309734	489.7396407	303.9397149	331.6599335	170.7723515	221.9809714
ENSMUSG00000001229	NA	767.883361	832.6485487	1048.017117	722.8677091	817.6358709	1041.021529	559.9016701	663.4117112
ENSMUSG00000001240	NA	15.07995755	35.33440601	13.14808488	9.588131675	8.558527171	3.300774436	21.40886112	5.957305114
ENSMUSG00000001247	NA	1068.280123	828.9683808	607.2309362	1887.138047	1272.827268	489.8043225	2348.833074	1012.245152
ENSMUSG00000001248	NA	41.0332927	59.7947705	62.806997	57.96170472	33.80302028	44.38425065	35.10534123	34.301574
ENSMUSG00000001249	NA	31.75637056	25.74236428	6.053400147	88.63295105	57.77393557	13.91324285	100.8073451	156.0049156
ENSMUSG00000001270	NA	379.6032715	210.7202071	242.8612937	82.17804645	331.8929042	525.4824716	97.08478896	307.399759
ENSMUSG00000001280	NA	2223.906455	723.1859405	1558.94805	1690.098837	1859.265325	2565.433138	2200.195862	2065.362204
ENSMUSG00000001281	NA	41.29947406	118.0945009	95.68615033	50.23944433	72.71249015	115.347489	49.10947523	39.82087937
ENSMUSG00000001285	NA	265.956321	254.1018636	233.9667296	281.0278943	216.4453313	228.96741	204.9662571	218.4656526
ENSMUSG00000001288	NA	300.7165239	255.6708254	213.3550372	141.361356	166.6336878	152.7096508	90.4173059	145.0462632
ENSMUSG00000001289	NA	1614.271142	1858.764242	1418.253438	1520.715731	1577.635304	1501.075877	1642.202522	1879.589689
ENSMUSG00000001300	NA	2261.976026	1971.319452	3186.660885	3399.704653	4158.04172	3536.684846	4644.300741	3783.939013
ENSMUSG00000001305	NA	106.5284818	115.7345584	101.6637771	116.8830262	130.818361	140.2533556	60.4087453	108.4099207
ENSMUSG00000001313	NA	70.16721661	27.76317399	16.56793055	28.47198679	26.14038219	21.22059603	15.42003948	22.47834613
ENSMUSG00000001323	NA	558.1354166	605.6774134	698.4949443	539.1243075	574.3764361	722.5778858	748.363409	513.3263394
ENSMUSG00000001333	NA	8.767921047	15.14937987	8.222745248	13.03791789	7.374350631	1.89855282	2.585503999	1.861612284
ENSMUSG00000001334	NA	256.6228281	59.30743926	34.35065389	59.85364392	24.58008797	10.25598531	23.80553142	39.07915827
ENSMUSG00000001348	NA	2923.790766	2663.429381	2265.735161	3186.602409	2388.515552	2001.39588	2604.766792	2442.41953
ENSMUSG00000001349	NA	53.14314232	16.85929941	8.016309972	13.59461256	5.339472293	1.85610009	10.11635539	9.292998031
ENSMUSG00000001366	NA	529.9019312	659.5366397	889.2820012	682.0295687	585.8339671	694.146278	846.912063	653.5499515
ENSMUSG00000001376	NA	560.6417196	418.2256204	493.9568814	536.4308756	689.8581174	584.7507102	587.1647982	539.133656
ENSMUSG00000001380	NA	664.2654331	746.9005453	719.6140196	754.9065105	708.8967537	755.4648307	658.6831492	658.115523
ENSMUSG00000001383	NA	950.578662	1028.581726	1034.224497	1064.135318	988.4768421	1049.102034	1092.58628	961.4474734
ENSMUSG00000001403	NA	596.8525268	440.0396709	366.6601765	511.7170532	264.5309428	459.7700252	145.4479261	271.8430137
ENSMUSG00000001415	NA	936.4016603	753.7612696	868.4611255	919.8122354	763.5899507	846.146447	686.722165	734.9214513
ENSMUSG00000001416	NA	2388.476111	2753.740195	1854.252935	2243.086872	1855.196592	2211.626784	1221.200233	1820.768978
ENSMUSG00000001418	NA	1513.173797	1533.208469	1600.024252	1661.063506	2039.414126	1816.169772	2102.873315	1793.925042
ENSMUSG00000001419	NA	1354.928473	940.0243337	1968.259477	1927.791948	2080.701049	1448.280927	2601.81868	1750.866378
ENSMUSG00000001420	NA	574.1547474	543.9634128	581.1972472	667.5352872	750.9197364	480.9840275	818.8962206	673.1256051
ENSMUSG00000001424	NA	1064.032438	1324.559235	1602.15547	1773.518604	1508.217126	1717.696921	1215.875489	1341.401253
ENSMUSG00000001435	NA	67.84038008	50.70951483	73.91414297	42.46546842	69.31905428	100.7145255	48.46635677	45.97679747
ENSMUSG00000001436	NA	164.2156384	213.1676439	200.1480531	209.3644892	124.9206269	147.1010385	88.80156907	139.0877145
